id,owner_id,box_type_id,title,preview_name,creation_date
d296c943-4894-484a-b0c3-9b3783accbaa,dced1acd-b907-47e0-9659-77cb2c95e0aa,782f1e2b-5eaa-4452-ae82-0427fbecaefd,Набор 40%,Kit40,1706026855
b00b2fd6-5dac-4994-b753-c4897d161561,dced1acd-b907-47e0-9659-77cb2c95e0aa,63a9640a-8763-4101-8294-5b37e796bb9b,Набор 60%,Kit60,1706026855
3d3f4e56-8ed2-4f85-84ef-8b2325e989ff,dced1acd-b907-47e0-9659-77cb2c95e0aa,809c62fe-8c6a-4ae4-b90d-9b112cbba86d,Набор 75%,Kit75,1706026855
3f3b4d25-d2f5-4194-aec9-2ee17f61cbe0,dced1acd-b907-47e0-9659-77cb2c95e0aa,f27d815d-8702-4853-9df8-482a95bd6aaa,Набор 100%,Kit100,1706026855
