id,title,file_name,sound_name,preview_name
0abbfce9-8dfa-419a-8407-aca20ae26b3c,MX Black,mxblack.glb,mxblack.mp3,mxblack.jpeg
b0ac9399-8eb1-4920-9366-82cbf7904eb1,MX Blue,mxblue.glb,mxblue.mp3,mxblue.jpeg
f876e294-c56b-40d3-9ac2-9f85eb532de6,MX Brown,mxbrown.glb,mxbrown.mp3,mxblue.jpeg
556eaccc-d524-4343-a4a2-6202f00f4b4d,MX Red,mxred.glb,mxred.mp3,mxred.jpeg
